3.000135 39.317996
2.999549 39.317409
2.999255 39.315355
2.999255 39.314475
2.998375 39.314475
2.996615 39.313009
2.995735 39.313009
2.994855 39.312129
2.994268 39.312129
2.993388 39.313009
2.992508 39.313009
2.992215 39.313302
2.992215 39.314182
2.992801 39.315062
2.992508 39.315355
2.987521 39.315355
2.986348 39.316529
2.986348 39.319169
2.986934 39.320049
2.986934 39.320929
2.986641 39.321223
2.984881 39.321223
2.984588 39.321516
2.984588 39.325036
2.986641 39.32709
2.988988 39.32709
2.989575 39.327383
2.989575 39.329143
2.992215 39.331783
2.992215 39.33237
2.990455 39.33413
2.991335 39.33501
2.991335 39.33677
2.990455 39.337357
2.990455 39.338237
2.988988 39.339704
2.988401 39.339704
2.985468 39.342637
2.985468 39.343224
2.983414 39.345571
2.982534 39.345571
2.975787 39.352025
2.974027 39.352025
2.973147 39.352905
2.97256 39.352905
2.97168 39.353785
2.9708 39.353785
2.96992 39.354665
2.968453 39.354665
2.967866 39.354958
2.967866 39.356718
2.965813 39.358772
2.964933 39.358772
2.964053 39.359652
2.963466 39.359652
2.962586 39.360532
2.960826 39.360532
2.959946 39.361119
2.959066 39.361119
2.958186 39.361999
2.957599 39.361999
2.956719 39.362879
2.954959 39.362879
2.954079 39.361999
2.952612 39.361999
2.951732 39.361119
2.947332 39.361119
2.946745 39.361999
2.944105 39.361999
2.943225 39.362879
2.941758 39.362879
2.940878 39.363759
2.939118 39.363759
2.938238 39.364639
2.937358 39.364639
2.936771 39.363759
2.93237 39.363759
2.93149 39.364639
2.930024 39.364639
2.929144 39.363759
2.927383 39.363759
2.926503 39.362879
2.925037 39.362879
2.924157 39.361999
2.923277 39.361999
2.922396 39.361119
2.920636 39.361119
2.92005 39.360532
2.91917 39.360532
2.918289 39.359652
2.917409 39.359652
2.916236 39.358479
2.916236 39.354078
2.915063 39.352905
2.911542 39.352905
2.910956 39.353785
2.909195 39.353785
2.908022 39.354958
2.908022 39.355838
2.908609 39.356718
2.908315 39.357012
2.907435 39.357012
2.906555 39.357892
2.901568 39.357892
2.900688 39.358772
2.899221 39.358772
2.898635 39.359065
2.898635 39.360825
2.898341 39.361119
2.895701 39.361119
2.895114 39.361999
2.891594 39.361999
2.889247 39.364639
2.888367 39.364639
2.887487 39.365519
2.885727 39.365519
2.884847 39.366106
2.88162 39.366106
2.879273 39.363759
2.878393 39.363759
2.877513 39.362879
2.864899 39.362879
2.864312 39.363759
2.863432 39.363759
2.862552 39.362879
2.860792 39.362879
2.859912 39.363759
2.859032 39.362879
2.854925 39.362879
2.852578 39.365519
2.851698 39.365519
2.850818 39.366106
2.845831 39.366106
2.844951 39.365519
2.843191 39.365519
2.842604 39.364639
2.841724 39.364639
2.838204 39.361119
2.836737 39.361119
2.83615 39.361705
2.83615 39.362586
2.835857 39.362879
2.835564 39.362586
2.835564 39.360825
2.834097 39.359652
2.833217 39.359652
2.832923 39.359065
2.832923 39.358185
2.83263 39.357892
2.83175 39.357892
2.83087 39.357012
2.825003 39.357012
2.824123 39.357892
2.821776 39.357892
2.820896 39.358772
2.819136 39.358772
2.818256 39.359652
2.817669 39.359652
2.816496 39.360532
2.815909 39.360532
2.813269 39.362879
2.812389 39.362879
2.811215 39.364052
2.811215 39.364932
2.810922 39.365519
2.810042 39.365519
2.808282 39.366986
2.806521 39.366986
2.805641 39.366106
2.805055 39.366106
2.804175 39.365519
2.802414 39.365519
2.800654 39.363759
2.798308 39.363759
2.797427 39.362879
2.789214 39.362879
2.78716 39.364932
2.78716 39.366693
2.781586 39.371973
2.780706 39.371973
2.780413 39.37256
2.780413 39.37344
2.779826 39.373733
2.77924 39.373733
2.777479 39.375493
2.776599 39.375493
2.774546 39.377547
2.774546 39.380774
2.769852 39.385467
2.769265 39.385467
2.768385 39.386347
2.766625 39.386347
2.765745 39.387227
2.764278 39.387227
2.763398 39.387814
2.761638 39.387814
2.760758 39.388694
