nan nan
-0.157825	39.000000
-0.156651	38.999413
-0.156358	38.999119
-0.156358	38.997359
-0.157531	38.996186
-0.158411	38.996186
-0.159585	38.995013
-0.159291	38.994719
-0.155771	38.994426
-0.155184	38.995306
-0.154304	38.995306
-0.152838	38.994132
-0.152838	38.993252
-0.151958	38.992372
-0.152251	38.990906
-0.149611	38.988265
-0.149611	38.987385
-0.146384	38.984158
-0.146384	38.983278
-0.140517	38.977411
-0.140517	38.976531
-0.139637	38.975944
-0.139637	38.975064
-0.139050	38.974478
-0.138463	38.974478
-0.136703	38.973011
-0.135823	38.973011
-0.135530	38.972424
-0.135530	38.971544
-0.134943	38.971251
-0.134063	38.971251
-0.132009	38.969197
-0.132009	38.968317
-0.123796	38.960103
-0.123796	38.959223
-0.122622	38.958050
-0.121742	38.958050
-0.107661	38.943675
-0.106781	38.943675
-0.104728	38.941622
-0.104434	38.940742
-0.104141	38.940449
-0.103554	38.940449
-0.101794	38.938688
-0.100914	38.938688
-0.093287	38.931355
-0.092700	38.931355
-0.088300	38.926954
-0.087420	38.926954
-0.087126	38.926661
-0.087126	38.925781
-0.086540	38.925488
-0.085953	38.925488
-0.080086	38.919620
-0.079206	38.919620
-0.075099	38.915513
-0.074219	38.915513
-0.072459	38.913753
-0.071578	38.913753
-0.070112	38.911993
-0.069232	38.911993
-0.066005	38.908766
-0.065125	38.908766
-0.063365	38.907006
-0.062484	38.907006
-0.060138	38.904659
-0.059258	38.904659
-0.056031	38.901139
-0.054857	38.901139
-0.054564	38.900846
-0.054564	38.899966
-0.053390	38.898792
-0.052510	38.898792
-0.050750	38.897032
-0.050164	38.897032
-0.048403	38.895272
-0.047523	38.895272
-0.045763	38.893805
-0.044883	38.893805
-0.043416	38.892045
-0.042536	38.892045
-0.042243	38.891752
-0.042243	38.890872
-0.041656	38.890285
-0.040776	38.890285
-0.038429	38.887938
-0.037549	38.887938
-0.035789	38.886178
-0.034909	38.886178
-0.033442	38.884418
-0.032562	38.884418
-0.030802	38.882951
-0.029922	38.882951
-0.028455	38.881191
-0.027575	38.881191
-0.025815	38.879431
-0.024935	38.879724
