500011.637380599 4352065.906429806
499961.12220361363 4352000.76293564
499935.77648500394 4351772.816105162
499935.7756804546 4351675.156266985
499859.91339696175 4351675.157261064
499708.1827402571 4351512.469084469
499632.31887359335 4351512.472293168
499556.4494509401 4351414.816441299
499505.84416960814 4351414.819484492
499429.98649274616 4351512.484460834
499354.1226260015 4351512.490376588
499328.86620586045 4351545.00878731
499328.87461291905 4351642.668605927
499379.3999823243 4351740.324254147
499354.1441951335 4351772.842594557
498924.2345706008 4351772.890065894
498823.1345304742 4351903.191801844
498823.1787629572 4352196.17146612
498873.70688351366 4352293.823920913
498873.7209955949 4352391.483853376
498848.46944464254 4352424.114842861
498696.75945240696 4352424.138733759
498671.50872906693 4352456.659321197
498671.5753166739 4352847.29923942
498848.5656479474 4353075.218463257
499050.85746856214 4353075.191197677
499101.45572107006 4353107.701555509
499101.4782441087 4353303.021681682
499329.0427970262 4353595.979065062
499329.0484071253 4353661.122808943
499177.3831216489 4353856.457642554
499253.23353654926 4353954.110172562
499253.25226020324 4354149.430555217
499177.4209382859 4354214.581994384
499177.4312513034 4354312.242217849
499051.02800027607 4354475.060659006
499000.4425875157 4354475.0669864
498747.7402111887 4354800.600799682
498747.7506858142 4354865.7446656935
498570.8015081194 4355126.239689686
498494.9728164286 4355126.253975672
497913.7827021481 4355842.63836547
497762.1392671162 4355842.68047689
497686.3465722514 4355940.363112386
497635.7706744945 4355940.378306986
497559.9805166706 4356038.062188647
497484.16070093587 4356038.086321661
497408.3733968666 4356135.771695426
497281.9799028118 4356135.814799056
497231.4168378027 4356168.349132805
497231.48630388535 4356363.670192505
497054.6957676426 4356591.6837403355
496978.8813414624 4356591.71279747
496903.1057723989 4356689.403180452
496852.53473837615 4356689.423466163
496776.7617068461 4356787.1150954915
496625.1366582815 4356787.179364861
496549.35301566793 4356852.356676872
496473.5411255354 4356852.390657843
496397.77443676215 4356950.086005516
496347.2050944003 4356950.109575685
496271.4409433692 4357047.806169806
496119.8209668893 4357047.880287071
496043.9613361921 4356950.257809298
495917.58105314756 4356950.323075569
495841.7179344341 4356852.702581241
495462.6584733793 4356852.914335062
495412.14606430545 4356950.604612149
