463400.000000 4376500.000000 -1.00
463600.000000 4376500.000000 -1.00
463800.000000 4376500.000000 -1.00
464000.000000 4376500.000000 -1.00
464200.000000 4376500.000000 -1.00
464400.000000 4376500.000000 -1.00
464600.000000 4376500.000000 -1.00
464800.000000 4376500.000000 -1.00
465000.000000 4376500.000000 -1.00
465200.000000 4376500.000000 9.51
465400.000000 4376500.000000 19.66
465600.000000 4376500.000000 28.77
465800.000000 4376500.000000 32.88
466000.000000 4376500.000000 33.71
466200.000000 4376500.000000 34.54
466400.000000 4376500.000000 34.48
466600.000000 4376500.000000 33.68
466800.000000 4376500.000000 33.39
467000.000000 4376500.000000 34.90
467200.000000 4376500.000000 36.51
467400.000000 4376500.000000 38.11
467600.000000 4376500.000000 39.72
467800.000000 4376500.000000 40.00
468000.000000 4376500.000000 37.96
468200.000000 4376500.000000 35.00
468400.000000 4376500.000000 30.00
468600.000000 4376500.000000 27.97
468800.000000 4376500.000000 29.52
469000.000000 4376500.000000 30.00
469200.000000 4376500.000000 30.00
469400.000000 4376500.000000 30.00
469600.000000 4376500.000000 28.29
469800.000000 4376500.000000 26.19
470000.000000 4376500.000000 24.09
470200.000000 4376500.000000 23.59
470400.000000 4376500.000000 23.21
470600.000000 4376500.000000 22.80
470800.000000 4376500.000000 22.40
471000.000000 4376500.000000 22.06
471200.000000 4376500.000000 21.70
471400.000000 4376500.000000 21.22
471600.000000 4376500.000000 20.69
471800.000000 4376500.000000 20.23
472000.000000 4376500.000000 19.70
472200.000000 4376500.000000 18.82
472400.000000 4376500.000000 17.71
472600.000000 4376500.000000 16.70
472800.000000 4376500.000000 15.77
473000.000000 4376500.000000 14.86
473200.000000 4376500.000000 13.88
473400.000000 4376500.000000 12.97
473600.000000 4376500.000000 11.94
473800.000000 4376500.000000 10.90
474000.000000 4376500.000000 10.00
474200.000000 4376500.000000 9.93
474400.000000 4376500.000000 9.77
474600.000000 4376500.000000 9.62
474800.000000 4376500.000000 9.46
475000.000000 4376500.000000 -1.00
475200.000000 4376500.000000 -1.00
475400.000000 4376500.000000 -1.00
475600.000000 4376500.000000 -1.00
475800.000000 4376500.000000 -1.00
476000.000000 4376500.000000 -1.00
463400.000000 4376700.000000 -1.00
463600.000000 4376700.000000 -1.00
463800.000000 4376700.000000 -1.00
464000.000000 4376700.000000 -0.95
464200.000000 4376700.000000 -1.00
464400.000000 4376700.000000 -1.00
464600.000000 4376700.000000 -1.00
464800.000000 4376700.000000 -1.00
465000.000000 4376700.000000 -1.00
465200.000000 4376700.000000 9.06
465400.000000 4376700.000000 16.24
465600.000000 4376700.000000 25.17
465800.000000 4376700.000000 30.76
466000.000000 4376700.000000 31.59
466200.000000 4376700.000000 32.42
466400.000000 4376700.000000 33.25
466600.000000 4376700.000000 32.69
466800.000000 4376700.000000 32.17
467000.000000 4376700.000000 32.46
467200.000000 4376700.000000 34.07
467400.000000 4376700.000000 35.68
467600.000000 4376700.000000 38.58
467800.000000 4376700.000000 45.41
468000.000000 4376700.000000 44.99
468200.000000 4376700.000000 39.00
468400.000000 4376700.000000 30.98
468600.000000 4376700.000000 24.88
468800.000000 4376700.000000 26.49
469000.000000 4376700.000000 30.00
469200.000000 4376700.000000 30.00
469400.000000 4376700.000000 30.00
469600.000000 4376700.000000 28.08
469800.000000 4376700.000000 25.98
470000.000000 4376700.000000 23.88
470200.000000 4376700.000000 22.73
470400.000000 4376700.000000 22.34
470600.000000 4376700.000000 21.93
470800.000000 4376700.000000 21.52
471000.000000 4376700.000000 21.13
471200.000000 4376700.000000 20.71
471400.000000 4376700.000000 20.26
471600.000000 4376700.000000 19.63
471800.000000 4376700.000000 18.71
472000.000000 4376700.000000 17.93
472200.000000 4376700.000000 16.91
472400.000000 4376700.000000 15.95
472600.000000 4376700.000000 14.86
472800.000000 4376700.000000 14.17
473000.000000 4376700.000000 13.43
473200.000000 4376700.000000 12.48
473400.000000 4376700.000000 11.64
473600.000000 4376700.000000 10.78
473800.000000 4376700.000000 9.99
474000.000000 4376700.000000 9.83
474200.000000 4376700.000000 9.68
474400.000000 4376700.000000 9.53
474600.000000 4376700.000000 9.37
474800.000000 4376700.000000 -1.00
475000.000000 4376700.000000 -1.00
